,Name,State,C,act_fn,attention_dir,attn_coeff,batch_size,d_model,diff_vocab,epoch,eqn_sign,frac,func,funcs,lr,n_heads,n_layers,name,runid,weight_decay,best_test_accuracy,best_train_accuracy,distance_irrelevance,generalization_delay1,generalization_delay2,generalization_gap,mean_std_row,med_std_row,parameter_norm,std_mean_col,std_med_col,training_accuracy,training_loss,validation_accuracy,validation_loss,gradient_sim,circularity
1483,emissary-nimoy-6360,finished,59,ReLU,casual,0.473693815,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,cv89u89pqf,2,1,1,0.510545926,197.1483967,197.2451099,0,0.126850819,0.119041735,26.21516878,0.116726187,0.104900524,1,1.74E-07,1,4.83E-07,0.995178367,0.520924911
1484,defiant-sicko-6359,finished,59,ReLU,casual,0.726738201,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,9ypkg9tmfc,2,1,1,0.836842069,187.1651018,187.1651018,0,0.143684959,0.147670933,25.97939025,0.087425667,0.088673178,1,1.60E-07,1,5.32E-07,0.667399564,0.515091137
1485,ensign-sicko-6358,finished,59,ReLU,casual,0.853800813,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,vdulu79qhi,2,1,1,0.961733955,195.5138301,195.5408692,0,0.078384952,0.078123321,25.94065616,0.048925719,0.052113808,1,0.007638503,1,0.009093951,0.478907818,0.378553062
1486,cardassian-roddenberry-6357,finished,59,ReLU,casual,0.176677987,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,igf91x33dw,2,1,1,0.971431534,68.80157174,68.80157174,0,0.05636217,0.054459862,20.49249555,0.036766132,0.037513429,1,5.13E-07,1,1.03E-06,0.853731186,0.932265639
1487,changeling-frontier-6356,finished,59,ReLU,casual,0.355260872,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,ukvijlo2g6,2,1,1,0.99636812,60.94033693,60.96559243,0,0.039047989,0.036380376,26.33971404,0.014817238,0.016564574,1,0.000733311,1,0.000822176,0.904365467,0.698016451
1488,defiant-farpoint-6355,finished,59,ReLU,casual,0.43887509,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,tskupkccva,2,1,1,0.975406865,91.34914349,91.39297616,0,0.060298374,0.055290625,22.04229697,0.030920932,0.037815783,1,0.000265157,1,0.000308838,0.875377754,0.981137491
1489,xindi-canamar-6354,finished,59,ReLU,casual,0.050763555,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,h8ab82w6zr,2,1,1,0.962293,113.9431533,113.9527939,0,0.066888438,0.069303215,16.99937797,0.055746469,0.061499794,1,4.02E-08,1,1.97E-06,0.997001657,0.499018439
1490,nagus-dominion-6353,finished,59,ReLU,casual,0.947615047,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,6rzy5eque5,2,1,1,0.979125657,238.7342516,238.7384383,0,0.045367593,0.043804195,28.05590007,0.038517093,0.037985684,1,0.002781944,1,0.00779963,0.971372133,0.35189174
1491,ensign-farpoint-6352,finished,59,ReLU,casual,0.979170883,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,ldzco648gp,2,1,1,0.983152921,38.6108695,38.6108695,0,0.0521527,0.04900653,17.68185897,0.033400151,0.03403445,1,4.39E-08,1,1.02E-07,0.35038857,0.986888082
1492,andorian-queen-6351,finished,59,ReLU,casual,0.664593794,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,xek9l33sq7,2,1,1,0.536449032,56.45506644,56.45506644,0,0.169196041,0.171993069,25.34481373,0.143216741,0.142843656,1,1.53E-07,1,2.53E-07,0.887306875,0.840246122
1493,defiant-voyager-6350,finished,59,ReLU,casual,0.427825664,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,uz5srnera4,2,1,1,0.321575353,85.54824576,85.58175245,0,0.191061087,0.192528716,17.67880056,0.184183351,0.183122793,1,4.73E-08,1,3.58E-07,0.997715341,0.987502282
1494,ferengi-voyager-6349,finished,59,ReLU,casual,0.328496659,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,6hx29fdy4k,2,1,1,0.494761839,65.48756879,65.50594187,0,0.117713674,0.101990366,25.04901018,0.105079191,0.095571985,1,1.56E-07,1,2.44E-07,0.996647829,0.529914813
1495,defiant-tanagra-6348,finished,59,ReLU,casual,0.473763558,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,2uj77eervr,2,1,1,0.645749741,43.97889347,43.99922125,0,0.122045722,0.120579794,18.25227296,0.096447171,0.098572667,1,5.54E-08,0.994261146,0.009059578,0.99964863,0.53336799
1496,borg-phage-6347,finished,59,ReLU,casual,0.554579672,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,uihf6tevty,2,1,1,0.770284154,56.25345785,56.25345785,0,0.131080019,0.133783611,18.17898755,0.100243554,0.103647066,1,4.89E-08,1,3.93E-07,0.996337301,0.88753808
1497,ensign-daedalus-6346,finished,59,ReLU,casual,0.543136979,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,4zvn41ryof,2,1,1,0.337840685,44.12695483,44.15425626,0,0.175869395,0.174376103,24.47940604,0.165864865,0.166702812,1,1.49E-07,1,2.26E-07,0.993577099,0.839720584
1498,bajoran-data-6345,finished,59,ReLU,casual,0.20926978,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,x4q6vn5mfh,2,1,1,0.976944177,62.76676932,62.76676932,0,0.067260817,0.065006831,17.10868559,0.041812026,0.04262351,1,4.24E-08,0.997130573,0.004918215,0.985974379,0.816398777
1499,emissary-data-6344,finished,59,ReLU,casual,0.725149546,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,49le8vyiqx,2,1,1,0.951116642,80.94166223,80.94166223,0,0.077274292,0.078082679,16.88907189,0.044630792,0.04513753,1,4.17E-08,1,0.001029623,0.785838588,0.876191549
1500,dax-farpoint-6343,finished,59,ReLU,casual,0.557862555,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,dbmayp6aqj,2,1,1,0.602606544,43.99907719,43.99907719,0,0.131948774,0.129761491,22.72938699,0.118649338,0.115216905,1,8.28E-08,1,5.41E-07,0.402735463,0.807818199
1501,engineer-cube-6342,finished,59,ReLU,casual,0.995975625,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,dayzg4hb3p,2,1,1,0.832810172,76.96315339,76.96315339,0,0.150040996,0.146183826,19.25904622,0.084812327,0.084823011,1,5.72E-08,1,3.85E-06,0.755856809,0.960435509
1502,engineer-tanagra-6341,finished,59,ReLU,casual,0.28646684,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,h521xifjcw,2,1,1,0.871827647,85.44154435,85.44154435,0,0.091891288,0.090795309,22.75670805,0.072881289,0.069518779,1,8.53E-08,1,8.94E-07,0.993511661,0.879048849
1503,ferengi-space-6340,finished,59,ReLU,casual,0.982321836,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,l1c67zkinl,2,1,1,0.981056494,53.05990957,53.05990957,0,0.055359378,0.056133531,25.67651217,0.028359909,0.027865548,1,1.56E-07,1,3.19E-07,0.397276436,0.972920015
1504,captain-data-6339,finished,59,ReLU,casual,0.691354345,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,cgplriiw8u,2,1,1,0.951420082,59.20919741,59.21017605,0,0.06506402,0.054185793,24.95879308,0.033449059,0.031389713,1,4.04E-06,1,6.69E-06,0.816675524,0.748362673
1505,xindi-first-contact-6338,finished,59,ReLU,casual,0.191379013,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,8u3h4r72ua,2,1,1,0.789781892,47.55380593,47.56839277,0,0.108289369,0.101132901,14.64257374,0.102336136,0.104777019,1,2.49E-08,1,3.96E-08,0.999503368,0.997314028
1506,trill-resistance-6337,finished,59,ReLU,casual,0.299303691,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,wbeap3pbat,2,1,1,0.335337199,277.3596159,277.3910602,0,0.175192021,0.175267319,17.00023179,0.171117817,0.171370798,1,4.10E-08,1,7.27E-08,0.997286621,0.498924222
1507,trill-farpoint-6336,finished,59,ReLU,casual,0.761149368,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,dnnhwf8kjv,2,1,1,0.688977378,42.83886945,42.83886945,0,0.136861911,0.123705444,25.13994181,0.103744453,0.096647049,1,1.48E-07,1,2.65E-07,0.715508889,0.99619154
1508,ensign-tanagra-6335,finished,59,ReLU,casual,0.762720579,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,sdjawhhmrt,2,1,1,0.703201009,59.53235677,59.6080156,0,0.113637167,0.102149925,24.04447536,0.089191088,0.085150783,1,1.32E-07,1,1.81E-07,0.717927065,0.997447871
1509,andorian-tanagra-6334,finished,59,ReLU,casual,0.042508188,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,nhiud1hr3v,2,1,1,0.928054152,64.73404277,64.74631777,0,0.093629981,0.091045832,15.36644157,0.086931923,0.089313394,1,3.37E-08,1,6.15E-08,0.997523153,0.899599771
1510,cardassian-phage-6333,finished,59,ReLU,casual,0.943406801,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,mrorzot898,2,1,1,0.91711913,72.26724302,72.28821704,0,0.105575087,0.102511793,26.86624705,0.055995825,0.053171737,1,1.74E-07,1,4.98E-07,0.712994015,0.923316836
1511,final-phage-6332,finished,59,ReLU,casual,0.412019853,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,8au986hm8r,2,1,1,0.67056647,50.92543594,50.92543594,0,0.142747324,0.143635069,25.55201727,0.128906308,0.127205778,1,1.55E-07,1,2.78E-07,0.992479118,0.49703598
1512,ferengi-phage-6331,finished,59,ReLU,casual,0.4337934,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,cq85r18yof,2,1,1,0.595069669,67.29917198,67.30944435,0,0.151333458,0.151529635,24.70681663,0.124249197,0.125037551,1,1.57E-07,1,6.99E-07,0.994461614,0.998332144
1513,hirogen-enterprise-6330,finished,59,ReLU,casual,0.9862278,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,19hl8eki1e,2,1,1,0.929286125,72.06894369,72.06894369,0,0.129573385,0.130711002,22.53640686,0.05623071,0.064281613,0.941091955,0.524252869,0.908177912,0.56991776,0.326059103,0.916629608
1514,borg-manoeuvre-6329,finished,59,ReLU,casual,0.283966042,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,uhmb3t4faw,2,1,1,0.19727351,189.0304726,189.031897,0,0.201173345,0.201288877,25.04782805,0.197892216,0.198365656,1,1.50E-07,1,2.16E-07,0.992136635,0.499210464
1515,borg-resistance-6328,finished,59,ReLU,casual,0.442585903,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,pp5v6vdq8a,2,1,1,0.791432674,80.23266525,80.29895613,0,0.127754429,0.113620931,23.12037356,0.124378399,0.112039842,0.802083313,0.682183412,0.776183665,0.699858947,0.982652404,0.968918893
1516,changeling-cube-6327,finished,59,ReLU,casual,0.245883043,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,t5kcrtastu,2,1,1,0.992339158,68.23501763,68.3212503,0,0.065966996,0.065096052,27.17491081,0.020818162,0.023740502,0.572198272,1.596328763,0.555236757,1.628765066,0.590634794,0.41332983
1517,bajoran-unimatrix-6326,finished,59,ReLU,casual,0.63421207,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,qym61yprp1,2,1,1,0.965116121,43.20407299,43.21829651,0,0.063067535,0.06164479,25.12812864,0.058797178,0.058312375,1,1.57E-07,1,3.07E-07,0.956216904,0.998165147
1518,andorian-quark-6325,finished,59,ReLU,casual,0.615100202,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,is5q3uoxf5,2,1,1,0.920593315,79.92453995,80.0077357,0,0.098579627,0.096892287,21.58060725,0.069560972,0.071634083,1,0.060863327,0.987087548,0.101092342,0.704572927,0.993324605
1519,jem-hadar-cube-6324,finished,59,ReLU,casual,0.428588951,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,g2aw1bd8xf,2,1,1,0.446748996,75.12829082,75.12829082,0,0.156863278,0.156684472,16.65732402,0.141541298,0.141906828,1,3.89E-08,1,4.31E-06,0.995894405,0.892941861
1520,cardassian-blood-wine-6323,finished,59,ReLU,casual,0.344594968,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,8jp4qrv2rm,2,1,1,0.903425354,39.07681291,39.23218067,0,0.099607713,0.096482989,16.81824869,0.066291185,0.073223075,1,0.00334014,1,0.003793956,0.978048818,0.993842898
1521,vulcan-directive-6322,finished,59,ReLU,casual,0.795236486,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,8r9jrcbtyb,2,1,1,0.827797241,78.63811568,78.6526819,0,0.11925716,0.122948529,22.35543328,0.088088227,0.086682122,1,7.41E-08,1,1.10E-07,0.933686348,0.59765509
1522,romulan-voyager-6321,finished,59,ReLU,casual,0.135714535,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,ty6wvjd9y7,2,1,1,0.670513607,63.54780596,63.57557583,0,0.150476884,0.148421479,17.57967838,0.134494939,0.134023948,1,4.60E-08,1,0.00021867,0.997382002,0.903414527
1523,changeling-frontier-6320,finished,59,ReLU,casual,0.441650247,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,428syxkw6e,2,1,1,0.961897036,34.57374143,34.57374143,0,0.058086089,0.058613963,24.41353309,0.048241192,0.049795252,1,1.42E-07,1,3.64E-07,0.989450204,0.995681755
1524,changeling-think-tank-6319,finished,59,ReLU,casual,0.694346622,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,mcgfocsf5x,2,1,1,0.93632191,64.54536228,64.55596086,0,0.078764199,0.073850368,23.6479832,0.04454732,0.044883689,0.465158045,1.909855703,0.456241041,1.955557413,0.891613027,0.981192939
1525,engineer-seven-6318,finished,59,ReLU,casual,0.523489041,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,m43knm725j,2,1,1,0.3484773,69.4139446,69.4167893,0,0.188738278,0.188967725,17.19469982,0.183945653,0.184223408,1,4.23E-08,1,6.56E-08,0.996806377,0.483116079
1526,jem-hadar-daedalus-6317,finished,59,ReLU,casual,0.769988995,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,aa1sxvcdc3,2,1,1,0.701367779,129.7154649,129.7728378,0,0.139410708,0.136365952,26.19211836,0.102656227,0.099761487,1,1.63E-07,1,3.28E-07,0.978124768,0.451846987
1527,emissary-enterprise-6316,finished,59,ReLU,casual,0.219550015,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,7smxv8umgx,2,1,1,0.17199469,54.40804306,54.47872262,0,0.206387217,0.204868399,13.14003413,0.204467146,0.203668807,1,1.71E-08,1,2.35E-08,0.99810572,0.979571341
1528,andorian-holosuite-6315,finished,59,ReLU,casual,0.68043002,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,5hausqyvdo,2,1,1,0.744100902,90.20813466,90.28352911,0,0.120873989,0.112478021,27.60022128,0.098136443,0.106725096,1,1.54E-05,0.997130573,0.032373652,0.884741058,0.86551449
1529,romulan-roddenberry-6314,finished,59,ReLU,casual,0.332616924,3481,128,0,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,r7wzbia7mi,2,1,1,0.40423861,38.84556284,38.84556284,0,0.182407473,0.181553045,25.29500312,0.168584621,0.170811505,1,1.56E-07,1,8.10E-07,0.989868024,0.924678724
1530,empathic-blood-wine-6313,finished,59,ReLU,casual,0.497860152,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,b3baiirjvt,2,1,1,0.226914526,43.90056533,43.90056533,0,0.201747256,0.203127741,23.72197688,0.196995748,0.19775646,1,1.39E-07,1,1.86E-07,0.993997399,0.840849269
1531,captain-bird-of-prey-6312,finished,59,ReLU,casual,0.426868196,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,t2z8bq2q5a,2,1,1,0.988823681,168.4007382,168.4099907,0,0.042452721,0.03800478,20.66076162,0.028341318,0.022965525,0.982399404,0.379596819,0.958393097,0.429167974,0.702600671,0.47791552
1532,final-unimatrix-6311,finished,59,ReLU,casual,0.864095488,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,1nsu842dle,2,1,1,0.97318507,202.4886706,202.4886706,0,0.059183793,0.055502667,20.99806173,0.0405886,0.041763607,1,1.76E-05,1,0.000192297,0.791295652,0.492446563
1533,bajoran-phage-6310,finished,59,ReLU,casual,0.609987775,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,g4cuz59d5s,2,1,1,0.832004483,89.50027464,89.50027464,0,0.101804896,0.10132261,24.41929308,0.06593325,0.065704736,1,1.96E-06,0.997130573,0.014859037,0.928689505,0.84801335
1534,trill-manoeuvre-6309,finished,59,ReLU,casual,0.301683829,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,56zbdhtjzn,2,1,1,0.217119581,59.35186499,59.35186499,0,0.190788411,0.191002848,23.29991701,0.186631635,0.186479939,1,1.34E-07,1,2.23E-07,0.992072457,0.990337697
1535,crusher-roddenberry-6308,finished,59,ReLU,casual,0.685748054,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,zyfmpnit2v,2,1,1,0.687613781,38.80945352,38.80978591,0,0.140638638,0.131273607,23.97590408,0.109130238,0.106123437,1,1.30E-07,1,1.75E-07,0.55261814,0.995597599
1536,vulcan-voyager-6307,finished,59,ReLU,casual,0.340375142,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,aojne8a7ql,2,1,1,0.199670116,39.30152139,39.30152139,0,0.213144351,0.213196914,23.39483143,0.209446592,0.209878897,1,1.35E-07,1,1.93E-07,0.991679436,0.998340929
1537,cardassian-tanagra-6306,finished,59,ReLU,casual,0.96093607,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,yxirp5pgnd,2,1,1,0.802556162,105.1820283,105.1820283,0,0.107502819,0.10269886,26.14404541,0.074459571,0.073796265,1,1.59E-07,1,2.36E-07,0.303453752,0.506454362
1538,nagus-dominion-6305,finished,59,ReLU,casual,0.847830098,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,yncc3uxvsn,2,1,1,0.995173073,239.0631055,239.0652071,0,0.033561954,0.031516014,30.04596945,0.015264346,0.016680207,1,6.50E-06,1,2.86E-05,0.832784923,0.46910899
1539,trill-cube-6304,finished,59,ReLU,casual,0.160865217,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,jrksseb31d,2,1,1,0.228496278,54.61505122,54.63498063,0,0.239652701,0.241587291,24.02921362,0.233237488,0.229497494,1,1.45E-07,1,6.55E-07,0.990940173,0.989212488
1540,defiant-bird-of-prey-6303,finished,59,ReLU,casual,0.742157552,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,a87ad19plc,2,1,1,0.615147355,107.4646905,107.4875863,0,0.187587531,0.183130108,26.50850365,0.133088555,0.131640767,1,1.64E-07,1,2.45E-07,0.432371941,0.51962319
1541,final-resistance-6302,finished,59,ReLU,casual,0.509541154,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,guxqqi3943,2,1,1,0.950446834,44.00255388,44.02421331,0,0.069223117,0.070007964,14.51843525,0.057305785,0.057742947,1,2.28E-08,1,7.44E-08,0.980946224,0.99882104
1542,trill-q-6301,finished,59,ReLU,casual,0.171043124,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,w1m7dt5fgh,2,1,1,0.846237438,62.39533974,62.46172339,0,0.089140011,0.088173673,19.98807537,0.074428953,0.075914586,0.998203993,0.076715212,0.989956975,0.093913428,0.608357233,0.853572278
1543,crusher-dukat-6300,finished,59,ReLU,casual,0.215956879,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,7i41ysfbb1,2,1,1,0.920047869,45.27035435,45.33458902,0,0.091551906,0.091514208,14.36898363,0.088116149,0.096627584,1,2.37E-08,1,3.27E-08,0.993548616,0.98717512
1544,changeling-dukat-6299,finished,59,ReLU,casual,0.416108642,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,y4zin3jb6q,2,1,1,0.661464946,166.0588911,166.0755383,0,0.131359659,0.116108438,26.14493632,0.116567983,0.117138641,1,1.67E-07,1,3.15E-07,0.972840641,0.500126936
1545,borg-queen-6298,finished,59,ReLU,casual,0.85649124,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,judo4ueczw,2,1,1,0.770712474,33.22525605,33.22525605,0,0.132689976,0.132230249,24.89908526,0.096067259,0.105953729,1,1.46E-07,1,2.22E-07,0.557753781,0.997131243
1546,vulcan-dukat-6297,finished,59,ReLU,casual,0.368095384,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,4a8w77wovv,2,1,1,0.168696743,57.9418308,57.95390946,0,0.232523661,0.232531599,23.49967265,0.22955361,0.229796931,1,1.36E-07,1,1.95E-07,0.993243559,0.997239036
1547,nemesis-daedalus-6296,finished,59,ReLU,casual,0.364250819,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,zsrn8jlmp2,2,1,1,0.865216388,84.77323406,84.78176817,0,0.109101314,0.099993609,25.79847539,0.096172385,0.085817798,0.271192521,2.567483967,0.272596836,2.454186121,0.961685283,0.997008529
1548,borg-think-tank-6295,finished,59,ReLU,casual,0.287409342,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,8u6azjqvj8,2,1,1,0.515421674,40.5699439,40.57482423,0,0.153732756,0.153119371,24.48496169,0.139062553,0.140667064,1,1.51E-07,1,3.94E-07,0.99038998,0.99513721
1549,klingon-janeway-6294,finished,59,ReLU,casual,0.821495231,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,zmjabmxkhc,2,1,1,0.827219286,56.58198522,56.58198522,0,0.111754516,0.10826251,25.27878879,0.077769729,0.079077527,1,0.001780284,1,0.002202313,0.674794908,0.852368054
1550,klingon-canamar-6293,finished,59,ReLU,casual,0.536410643,3481,128,1,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,baa6rhha5e,2,1,1,0.485346261,173.7810363,174.0332142,0,0.217769041,0.211621384,26.96723835,0.190886766,0.191606193,1,1.78E-07,1,3.46E-07,0.784317776,0.520701207
1551,borg-dukat-6292,finished,59,ReLU,casual,0.173719884,3481,128,1,20000,1,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,2,modadd_59,yyzodlp5ns,2,1,1,0.536263848,53.41803514,53.41803514,0,0.16694301,0.173069839,23.22637442,0.148935318,0.150612023,1,0.00011762,1,0.000158765,0.998332021,0.485026218
1552,bajoran-janeway-6291,finished,59,ReLU,casual,0.866688021,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,1,modadd_59,ek94u9wfz7,2,1,1,0.8694543,55.83025221,55.83025221,0,0.103557381,0.099904229,24.62481876,0.069143573,0.067659414,1,1.42E-07,1,2.01E-07,0.350094059,0.998719646
1553,captain-tanagra-6290,finished,59,ReLU,casual,0.81731138,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,4,modadd_59,trqfp41wtx,2,1,1,0.603436497,52.44476493,52.53549142,0,0.158553154,0.157292656,23.77294471,0.143615808,0.142998652,1,0.029540975,1,0.031130898,0.25501774,0.979626819
1554,dax-cube-6289,finished,59,ReLU,casual,0.541136649,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,d2m5v7v3os,2,1,1,0.831423747,84.95430041,84.95498994,0,0.101169056,0.093168885,14.88503998,0.088194679,0.093473042,1,2.44E-08,1,3.57E-08,0.995027602,0.874340564
1555,bajoran-dukat-6288,finished,59,ReLU,casual,0.316883099,3481,128,0,20000,0,0.8,__main__.<lambda>,lambda x: (x[0]+x[1])%59,0.001,4,3,modadd_59,ascriqidby,2,1,1,0.622666843,64.68142775,64.69698087,0,0.147109613,0.144551031,27.22964881,0.139013294,0.139635098,1,0.010659339,1,0.012800552,0.937922151,0.988659396
